# BUSCO version is: 5.8.0 
# The lineage dataset is: micrococcales_odb10 (Creation date: 2024-01-08, number of genomes: 234, number of BUSCOs: 537)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
47501at85006	Complete	NODE_1_length_1475171_cov_354.830449	877568	876806	-	295.5	202	https://v10-1.orthodb.org/?query=47501at85006	Cytochrome bc1 complex cytochrome c subunit
47507at85006	Complete	NODE_1_length_1475171_cov_354.830449	878180	877625	-	223.2	152	https://v10-1.orthodb.org/?query=47507at85006	Cytochrome c oxidase subunit III
47530at85006	Complete	NODE_2_length_676389_cov_354.803251	405152	405956	+	258.3	166	https://v10-1.orthodb.org/?query=47530at85006	tRNA pseudouridine synthase B
47606at85006	Complete	NODE_2_length_676389_cov_354.803251	327661	328954	+	456.6	341	https://v10-1.orthodb.org/?query=47606at85006	Homoserine dehydrogenase
47740at85006	Complete	NODE_3_length_491278_cov_352.009914	343124	343664	+	232.2	165	https://v10-1.orthodb.org/?query=47740at85006	Adenylate kinase
47935at85006	Complete	NODE_1_length_1475171_cov_354.830449	1323258	1324182	+	255.5	225	https://v10-1.orthodb.org/?query=47935at85006	DNA polymerase III subunit delta
47951at85006	Complete	NODE_4_length_275063_cov_365.955049	27352	26407	-	373.6	246	https://v10-1.orthodb.org/?query=47951at85006	Chromosome partitioning protein ParB
48002at85006	Complete	NODE_1_length_1475171_cov_354.830449	1196572	1196023	-	202.0	146	https://v10-1.orthodb.org/?query=48002at85006	Octanoyltransferase
48067at85006	Complete	NODE_1_length_1475171_cov_354.830449	947973	948459	+	196.0	139	https://v10-1.orthodb.org/?query=48067at85006	Protein of unknown function DUF3145
48077at85006	Complete	NODE_1_length_1475171_cov_354.830449	821349	821838	+	259.8	136	https://v10-1.orthodb.org/?query=48077at85006	Transcriptional regulator
48284at85006	Complete	NODE_2_length_676389_cov_354.803251	335027	334529	-	263.8	159	https://v10-1.orthodb.org/?query=48284at85006	Serine acetyltransferase
48731at85006	Complete	NODE_1_length_1475171_cov_354.830449	301208	301940	+	176.9	162	https://v10-1.orthodb.org/?query=48731at85006	HAD superfamily
48753at85006	Complete	NODE_1_length_1475171_cov_354.830449	820574	821198	+	204.2	182	https://v10-1.orthodb.org/?query=48753at85006	MerR family transcriptional regulator
48846at85006	Complete	NODE_3_length_491278_cov_352.009914	326206	326674	+	238.8	134	https://v10-1.orthodb.org/?query=48846at85006	Ribosomal protein S7 domain
49316at85006	Complete	NODE_3_length_491278_cov_352.009914	339377	339911	+	247.9	159	https://v10-1.orthodb.org/?query=49316at85006	Ribosomal protein L6, alpha-beta domain
49351at85006	Complete	NODE_2_length_676389_cov_354.803251	284958	285597	+	243.4	164	https://v10-1.orthodb.org/?query=49351at85006	Uracil-DNA glycosylase
49650at85006	Complete	NODE_1_length_1475171_cov_354.830449	715659	716175	+	173.9	144	https://v10-1.orthodb.org/?query=49650at85006	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
49715at85006	Complete	NODE_1_length_1475171_cov_354.830449	733086	733659	+	288.7	172	https://v10-1.orthodb.org/?query=49715at85006	Imidazoleglycerol-phosphate dehydratase
49760at85006	Complete	NODE_2_length_676389_cov_354.803251	518081	518759	+	299.1	184	https://v10-1.orthodb.org/?query=49760at85006	Signal transduction response regulator, C-terminal effector
49782at85006	Complete	NODE_2_length_676389_cov_354.803251	346467	347106	+	93.5	138	https://v10-1.orthodb.org/?query=49782at85006	Peroxide stress protein YaaA
49963at85006	Complete	NODE_1_length_1475171_cov_354.830449	1221170	1222082	+	253.3	230	https://v10-1.orthodb.org/?query=49963at85006	Thioredoxin
50073at85006	Complete	NODE_4_length_275063_cov_365.955049	47152	47911	+	179.5	178	https://v10-1.orthodb.org/?query=50073at85006	rhomboid family intramembrane serine protease
50075at85006	Complete	NODE_2_length_676389_cov_354.803251	330064	330943	+	236.6	194	https://v10-1.orthodb.org/?query=50075at85006	Homoserine kinase
50366at85006	Complete	NODE_1_length_1475171_cov_354.830449	737982	738744	+	197.8	177	https://v10-1.orthodb.org/?query=50366at85006	RNA methyltransferase
50385at85006	Complete	NODE_4_length_275063_cov_365.955049	59450	58802	-	163.7	166	https://v10-1.orthodb.org/?query=50385at85006	Forkhead-associated (FHA) domain
50799at85006	Complete	NODE_4_length_275063_cov_365.955049	46568	47093	+	228.7	147	https://v10-1.orthodb.org/?query=50799at85006	Peptidyl-prolyl cis-trans isomerase
51210at85006	Complete	NODE_1_length_1475171_cov_354.830449	1435961	1435070	-	217.0	193	https://v10-1.orthodb.org/?query=51210at85006	NUDIX hydrolase domain
51375at85006	Complete	NODE_2_length_676389_cov_354.803251	15559	16186	+	184.2	153	https://v10-1.orthodb.org/?query=51375at85006	Cytidylate kinase
51639at85006	Complete	NODE_1_length_1475171_cov_354.830449	854496	855126	+	121.0	139	https://v10-1.orthodb.org/?query=51639at85006	Pyridoxal phosphate homeostasis protein
52009at85006	Complete	NODE_2_length_676389_cov_354.803251	13079	13586	+	178.3	131	https://v10-1.orthodb.org/?query=52009at85006	Winged helix-like DNA-binding domain superfamily
52080at85006	Complete	NODE_1_length_1475171_cov_354.830449	294804	295695	+	278.0	226	https://v10-1.orthodb.org/?query=52080at85006	Prephenate dehydratase
52239at85006	Complete	NODE_2_length_676389_cov_354.803251	33356	32645	-	204.4	175	https://v10-1.orthodb.org/?query=52239at85006	Protein of unknown function UCP009160
52364at85006	Complete	NODE_6_length_134275_cov_361.180815	93412	92923	-	283.1	160	https://v10-1.orthodb.org/?query=52364at85006	Inorganic pyrophosphatase
52391at85006	Complete	NODE_3_length_491278_cov_352.009914	471956	470879	-	279.2	265	https://v10-1.orthodb.org/?query=52391at85006	SAM-dependent methyltransferase
52616at85006	Complete	NODE_2_length_676389_cov_354.803251	336220	336997	+	207.9	170	https://v10-1.orthodb.org/?query=52616at85006	Release factor glutamine methyltransferase
52934at85006	Complete	NODE_1_length_1475171_cov_354.830449	1268535	1268988	+	217.0	132	https://v10-1.orthodb.org/?query=52934at85006	Ribose 5-phosphate isomerase
53046at85006	Complete	NODE_1_length_1475171_cov_354.830449	477610	477181	-	208.4	130	https://v10-1.orthodb.org/?query=53046at85006	UPF0234, N-terminal
53253at85006	Complete	NODE_2_length_676389_cov_354.803251	273926	274685	+	187.1	197	https://v10-1.orthodb.org/?query=53253at85006	Bifunctional NAD(P)H-hydrate repair enzyme
53316at85006	Complete	NODE_3_length_491278_cov_352.009914	336456	336867	+	229.8	120	https://v10-1.orthodb.org/?query=53316at85006	Ribosomal protein L16
53461at85006	Complete	NODE_3_length_491278_cov_352.009914	340380	340956	+	353.8	183	https://v10-1.orthodb.org/?query=53461at85006	Ribosomal protein S5
53939at85006	Complete	NODE_2_length_676389_cov_354.803251	248044	248671	+	209.3	156	https://v10-1.orthodb.org/?query=53939at85006	Ribosome hibernation promoting factor
53998at85006	Complete	NODE_1_length_1475171_cov_354.830449	1244379	1243881	-	217.0	148	https://v10-1.orthodb.org/?query=53998at85006	Oligoribonuclease
54069at85006	Complete	NODE_1_length_1475171_cov_354.830449	1336748	1337390	+	156.8	145	https://v10-1.orthodb.org/?query=54069at85006	16S rRNA (uracil(1498)-N(3))-methyltransferase
54467at85006	Complete	NODE_1_length_1475171_cov_354.830449	1018893	1019388	+	207.4	136	https://v10-1.orthodb.org/?query=54467at85006	HIT-like domain
54507at85006	Complete	NODE_1_length_1475171_cov_354.830449	6653	7598	+	342.0	241	https://v10-1.orthodb.org/?query=54507at85006	Molecular chaperone DnaJ
54653at85006	Missing
54854at85006	Complete	NODE_2_length_676389_cov_354.803251	505357	505939	+	156.8	142	https://v10-1.orthodb.org/?query=54854at85006	Uncharacterised protein family UPF0678
54891at85006	Complete	NODE_5_length_178176_cov_341.842385	76224	75672	-	242.0	163	https://v10-1.orthodb.org/?query=54891at85006	Peptidyl-tRNA hydrolase
54935at85006	Complete	NODE_1_length_1475171_cov_354.830449	1182053	1181507	-	138.4	128	https://v10-1.orthodb.org/?query=54935at85006	16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD
54984at85006	Complete	NODE_1_length_1475171_cov_354.830449	1420217	1419764	-	178.9	120	https://v10-1.orthodb.org/?query=54984at85006	Bifunctional protein PyrR
55090at85006	Complete	NODE_1_length_1475171_cov_354.830449	1077469	1078042	+	210.2	158	https://v10-1.orthodb.org/?query=55090at85006	non-canonical purine NTP pyrophosphatase
55199at85006	Complete	NODE_3_length_491278_cov_352.009914	221599	222082	+	233.8	150	https://v10-1.orthodb.org/?query=55199at85006	GNAT domain
55227at85006	Complete	NODE_1_length_1475171_cov_354.830449	462983	463700	+	227.4	185	https://v10-1.orthodb.org/?query=55227at85006	Demethylmenaquinone methyltransferase
55232at85006	Complete	NODE_1_length_1475171_cov_354.830449	1412489	1411679	-	288.4	230	https://v10-1.orthodb.org/?query=55232at85006	Orotidine 5'-phosphate decarboxylase
55410at85006	Complete	NODE_2_length_676389_cov_354.803251	493576	494143	+	175.4	157	https://v10-1.orthodb.org/?query=55410at85006	DNA-directed RNA polymerase subunit beta
55470at85006	Complete	NODE_3_length_491278_cov_352.009914	432549	432960	+	217.1	124	https://v10-1.orthodb.org/?query=55470at85006	Ribosomal protein L13
55541at85006	Complete	NODE_2_length_676389_cov_354.803251	341248	342034	+	198.2	211	https://v10-1.orthodb.org/?query=55541at85006	ATP synthase subunit delta
55663at85006	Complete	NODE_1_length_1475171_cov_354.830449	1043738	1044545	+	129.6	161	https://v10-1.orthodb.org/?query=55663at85006	shikimate dehydrogenase
55814at85006	Complete	NODE_5_length_178176_cov_341.842385	51238	51682	+	210.5	139	https://v10-1.orthodb.org/?query=55814at85006	Transcription elongation factor GreA
56161at85006	Complete	NODE_1_length_1475171_cov_354.830449	991994	992507	+	181.7	145	https://v10-1.orthodb.org/?query=56161at85006	Protein of unknown function DUF3710
56298at85006	Complete	NODE_7_length_24482_cov_367.297439	22838	23282	+	143.9	118	https://v10-1.orthodb.org/?query=56298at85006	Ribosomal protein L9
56315at85006	Complete	NODE_5_length_178176_cov_341.842385	49757	50348	+	216.9	162	https://v10-1.orthodb.org/?query=56315at85006	Hemolysin III
56685at85006	Complete	NODE_1_length_1475171_cov_354.830449	736698	737127	+	243.5	136	https://v10-1.orthodb.org/?query=56685at85006	Translation initiation factor 3, C-terminal
56733at85006	Complete	NODE_3_length_491278_cov_352.009914	338974	339370	+	226.2	122	https://v10-1.orthodb.org/?query=56733at85006	Ribosomal protein S8
56775at85006	Complete	NODE_1_length_1475171_cov_354.830449	1402158	1401891	-	161.5	85	https://v10-1.orthodb.org/?query=56775at85006	Phosphoribosyl-AMP cyclohydrolase
56878at85006	Complete	NODE_1_length_1475171_cov_354.830449	840271	840697	+	174.9	112	https://v10-1.orthodb.org/?query=56878at85006	SpoVT-AbrB domain
57111at85006	Complete	NODE_6_length_134275_cov_361.180815	41014	41494	+	185.8	133	https://v10-1.orthodb.org/?query=57111at85006	Methyladenine glycosylase
57199at85006	Complete	NODE_1_length_1475171_cov_354.830449	1180566	1181394	+	173.0	181	https://v10-1.orthodb.org/?query=57199at85006	PurM-like, N-terminal domain
57412at85006	Complete	NODE_1_length_1475171_cov_354.830449	1142832	1143318	+	212.9	142	https://v10-1.orthodb.org/?query=57412at85006	acetolactate synthase small subunit
57444at85006	Complete	NODE_3_length_491278_cov_352.009914	286496	286994	+	223.7	149	https://v10-1.orthodb.org/?query=57444at85006	Protein of unknown function DUF4916
57456at85006	Complete	NODE_1_length_1475171_cov_354.830449	928689	927966	-	152.8	176	https://v10-1.orthodb.org/?query=57456at85006	SURF1-like protein
57497at85006	Complete	NODE_1_length_1475171_cov_354.830449	1260931	1260565	-	185.8	116	https://v10-1.orthodb.org/?query=57497at85006	Globin
57597at85006	Missing
57743at85006	Complete	NODE_1_length_1475171_cov_354.830449	456419	457406	+	170.1	211	https://v10-1.orthodb.org/?query=57743at85006	AMP-binding, conserved site
57871at85006	Complete	NODE_1_length_1475171_cov_354.830449	510627	511038	+	128.1	109	https://v10-1.orthodb.org/?query=57871at85006	Uncharacterised protein family UPF0336
58498at85006	Complete	NODE_2_length_676389_cov_354.803251	636484	637003	+	233.9	159	https://v10-1.orthodb.org/?query=58498at85006	GNAT domain
58663at85006	Complete	NODE_4_length_275063_cov_365.955049	29032	28441	-	180.2	151	https://v10-1.orthodb.org/?query=58663at85006	rRNA small subunit methyltransferase G
58836at85006	Complete	NODE_1_length_1475171_cov_354.830449	6246	6636	+	138.3	116	https://v10-1.orthodb.org/?query=58836at85006	Protein GrpE
58909at85006	Complete	NODE_1_length_1475171_cov_354.830449	1204990	1205518	+	111.8	117	https://v10-1.orthodb.org/?query=58909at85006	Ribonuclease
59228at85006	Complete	NODE_1_length_1475171_cov_354.830449	1338956	1339319	+	182.4	108	https://v10-1.orthodb.org/?query=59228at85006	Endoribonuclease YbeY
59293at85006	Complete	NODE_6_length_134275_cov_361.180815	93660	94515	+	181.8	199	https://v10-1.orthodb.org/?query=59293at85006	tRNA(Ile)-lysidine synthase
59382at85006	Complete	NODE_3_length_491278_cov_352.009914	325832	326192	+	192.3	103	https://v10-1.orthodb.org/?query=59382at85006	Ribosomal protein S12, bacterial-type
59584at85006	Complete	NODE_2_length_676389_cov_354.803251	12265	13036	+	377.8	237	https://v10-1.orthodb.org/?query=59584at85006	segregation/condensation protein A
59869at85006	Complete	NODE_2_length_676389_cov_354.803251	184696	184084	-	185.7	160	https://v10-1.orthodb.org/?query=59869at85006	Nucleoside triphosphate pyrophosphatase Maf-like protein
59904at85006	Complete	NODE_3_length_491278_cov_352.009914	345943	346312	+	185.1	105	https://v10-1.orthodb.org/?query=59904at85006	Ribosomal protein S13
60018at85006	Complete	NODE_1_length_1475171_cov_354.830449	1184899	1185346	+	136.7	105	https://v10-1.orthodb.org/?query=60018at85006	pantetheine-phosphate adenylyltransferase
60264at85006	Missing
60484at85006	Complete	NODE_5_length_178176_cov_341.842385	76919	76409	-	202.4	149	https://v10-1.orthodb.org/?query=60484at85006	Ribosomal protein L25
60641at85006	Complete	NODE_1_length_1475171_cov_354.830449	1023276	1023831	+	157.6	137	https://v10-1.orthodb.org/?query=60641at85006	Pyridoxal 5'-phosphate synthase subunit PdxT
60700at85006	Complete	NODE_1_length_1475171_cov_354.830449	1048454	1048850	+	142.0	100	https://v10-1.orthodb.org/?query=60700at85006	Transcription antitermination protein NusB
60744at85006	Complete	NODE_1_length_1475171_cov_354.830449	457537	458299	+	267.3	201	https://v10-1.orthodb.org/?query=60744at85006	1,4-dihydroxy-2-naphthoate octaprenyltransferase
61145at85006	Complete	NODE_2_length_676389_cov_354.803251	456406	456970	+	152.0	138	https://v10-1.orthodb.org/?query=61145at85006	Isochorismatase-like
61352at85006	Complete	NODE_1_length_1475171_cov_354.830449	1305866	1306181	+	144.2	96	https://v10-1.orthodb.org/?query=61352at85006	Ribosomal silencing factor RsfS
61444at85006	Complete	NODE_1_length_1475171_cov_354.830449	1295222	1295624	+	181.3	111	https://v10-1.orthodb.org/?query=61444at85006	Nucleoside diphosphate kinase
61524at85006	Complete	NODE_1_length_1475171_cov_354.830449	1214990	1215788	+	202.9	203	https://v10-1.orthodb.org/?query=61524at85006	Phosphatidate cytidylyltransferase
61544at85006	Complete	NODE_1_length_1475171_cov_354.830449	554710	555166	+	205.5	136	https://v10-1.orthodb.org/?query=61544at85006	Ribosomal protein L10
61640at85006	Complete	NODE_2_length_676389_cov_354.803251	519552	520026	+	271.2	151	https://v10-1.orthodb.org/?query=61640at85006	CarD-like/TRCF domain
61653at85006	Complete	NODE_1_length_1475171_cov_354.830449	869194	869506	+	193.9	101	https://v10-1.orthodb.org/?query=61653at85006	FeS cluster insertion, C-terminal, conserved site
61685at85006	Complete	NODE_1_length_1475171_cov_354.830449	820167	820506	+	168.7	108	https://v10-1.orthodb.org/?query=61685at85006	Forkhead-associated (FHA) domain
61827at85006	Complete	NODE_1_length_1475171_cov_354.830449	1109219	1109666	+	220.4	136	https://v10-1.orthodb.org/?query=61827at85006	SsrA-binding protein
62008at85006	Complete	NODE_1_length_1475171_cov_354.830449	889263	889842	+	181.4	163	https://v10-1.orthodb.org/?query=62008at85006	Dephospho-CoA kinase
62120at85006	Missing
62242at85006	Complete	NODE_3_length_491278_cov_352.009914	341233	341638	+	214.8	124	https://v10-1.orthodb.org/?query=62242at85006	Ribosomal protein L15
62396at85006	Complete	NODE_1_length_1475171_cov_354.830449	1200878	1201391	+	163.4	143	https://v10-1.orthodb.org/?query=62396at85006	Ribosome maturation factor RimM
62467at85006	Complete	NODE_1_length_1475171_cov_354.830449	991542	991926	+	160.2	107	https://v10-1.orthodb.org/?query=62467at85006	Deoxyuridine 5'-triphosphate nucleotidohydrolase
62499at85006	Complete	NODE_2_length_676389_cov_354.803251	546640	546265	-	204.0	119	https://v10-1.orthodb.org/?query=62499at85006	Peptide-methionine (R)-S-oxide reductase
62505at85006	Complete	NODE_3_length_491278_cov_352.009914	433115	433508	+	226.3	122	https://v10-1.orthodb.org/?query=62505at85006	Ribosomal protein S9
62932at85006	Complete	NODE_3_length_491278_cov_352.009914	487915	488674	+	160.1	188	https://v10-1.orthodb.org/?query=62932at85006	SURF1-like protein
62985at85006	Complete	NODE_3_length_491278_cov_352.009914	346376	346748	+	260.0	124	https://v10-1.orthodb.org/?query=62985at85006	Ribosomal protein S11
63043at85006	Complete	NODE_1_length_1475171_cov_354.830449	544067	544484	+	261.5	133	https://v10-1.orthodb.org/?query=63043at85006	Ribosomal protein L11, C-terminal
63045at85006	Complete	NODE_1_length_1475171_cov_354.830449	1045802	1046216	+	99.6	104	https://v10-1.orthodb.org/?query=63045at85006	Shikimate kinase
63134at85006	Complete	NODE_5_length_178176_cov_341.842385	59789	59363	-	217.9	131	https://v10-1.orthodb.org/?query=63134at85006	Septum formation initiator family protein
63434at85006	Complete	NODE_3_length_491278_cov_352.009914	332172	332472	+	186.5	91	https://v10-1.orthodb.org/?query=63434at85006	Ribosomal protein S10
63641at85006	Complete	NODE_1_length_1475171_cov_354.830449	733742	734309	+	182.0	146	https://v10-1.orthodb.org/?query=63641at85006	Imidazole glycerol phosphate synthase subunit HisH
63642at85006	Complete	NODE_5_length_178176_cov_341.842385	108574	107758	-	193.9	190	https://v10-1.orthodb.org/?query=63642at85006	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
63757at85006	Complete	NODE_1_length_1475171_cov_354.830449	433027	433402	+	157.2	112	https://v10-1.orthodb.org/?query=63757at85006	tRNA-specific adenosine deaminase
63809at85006	Complete	NODE_2_length_676389_cov_354.803251	558612	558993	+	143.5	103	https://v10-1.orthodb.org/?query=63809at85006	Cold-shock protein
63873at85006	Complete	NODE_4_length_275063_cov_365.955049	189339	188901	-	118.4	99	https://v10-1.orthodb.org/?query=63873at85006	iron-sulfur cluster assembly scaffold protein
64196at85006	Complete	NODE_1_length_1475171_cov_354.830449	865530	865965	+	268.0	143	https://v10-1.orthodb.org/?query=64196at85006	Transcriptional repressor NrdR
64203at85006	Complete	NODE_1_length_1475171_cov_354.830449	855181	855574	+	145.2	94	https://v10-1.orthodb.org/?query=64203at85006	Cell division protein SepF
64255at85006	Complete	NODE_2_length_676389_cov_354.803251	143946	143487	-	188.3	122	https://v10-1.orthodb.org/?query=64255at85006	6,7-dimethyl-8-ribityllumazine synthase
64349at85006	Complete	NODE_2_length_676389_cov_354.803251	164211	164532	+	126.9	80	https://v10-1.orthodb.org/?query=64349at85006	Cytidine deaminase
65048at85006	Complete	NODE_3_length_491278_cov_352.009914	337517	337883	+	217.0	114	https://v10-1.orthodb.org/?query=65048at85006	Ribosomal protein L14P
65400at85006	Complete	NODE_3_length_491278_cov_352.009914	334980	335256	+	164.2	81	https://v10-1.orthodb.org/?query=65400at85006	Ribosomal protein S19, bacterial-type
65442at85006	Complete	NODE_3_length_491278_cov_352.009914	468219	468834	+	80.3	109	https://v10-1.orthodb.org/?query=65442at85006	Gcp-like domain
65527at85006	Complete	NODE_1_length_1475171_cov_354.830449	737497	737851	+	191.8	109	https://v10-1.orthodb.org/?query=65527at85006	Ribosomal protein L20
65630at85006	Complete	NODE_1_length_1475171_cov_354.830449	990356	989372	-	129.6	130	https://v10-1.orthodb.org/?query=65630at85006	Protein of unknown function DUF3071
65653at85006	Complete	NODE_4_length_275063_cov_365.955049	151784	152045	+	144.1	82	https://v10-1.orthodb.org/?query=65653at85006	Chorismate mutase
66074at85006	Complete	NODE_1_length_1475171_cov_354.830449	1203698	1204019	+	182.9	102	https://v10-1.orthodb.org/?query=66074at85006	Ribosomal protein L19
66124at85006	Complete	NODE_2_length_676389_cov_354.803251	191318	191963	+	94.8	124	https://v10-1.orthodb.org/?query=66124at85006	biotin--
66185at85006	Complete	NODE_2_length_676389_cov_354.803251	432915	433356	+	165.4	120	https://v10-1.orthodb.org/?query=66185at85006	Endoribonuclease L-PSP
66388at85006	Missing
66717at85006	Complete	NODE_1_length_1475171_cov_354.830449	872416	872734	+	113.8	93	https://v10-1.orthodb.org/?query=66717at85006	Cytochrome c oxidase polypeptide 4
67006at85006	Complete	NODE_3_length_491278_cov_352.009914	337270	337510	+	156.4	78	https://v10-1.orthodb.org/?query=67006at85006	Ribosomal protein S17/S11
67056at85006	Complete	NODE_3_length_491278_cov_352.009914	335303	335642	+	187.4	107	https://v10-1.orthodb.org/?query=67056at85006	Ribosomal protein L22/L17
67116at85006	Complete	NODE_3_length_491278_cov_352.009914	94671	94299	-	86.6	98	https://v10-1.orthodb.org/?query=67116at85006	membrane protein
67279at85006	Complete	NODE_2_length_676389_cov_354.803251	193905	194277	+	222.2	123	https://v10-1.orthodb.org/?query=67279at85006	5-(carboxyamino)imidazole ribonucleotide mutase
67304at85006	Complete	NODE_1_length_1475171_cov_354.830449	919420	919714	+	156.3	87	https://v10-1.orthodb.org/?query=67304at85006	Metal-sulfur cluster biosynthetic enzyme
67307at85006	Complete	NODE_1_length_1475171_cov_354.830449	1410642	1410432	-	130.1	66	https://v10-1.orthodb.org/?query=67307at85006	DNA-directed RNA polymerase subunit omega
67314at85006	Complete	NODE_1_length_1475171_cov_354.830449	511052	511436	+	148.8	110	https://v10-1.orthodb.org/?query=67314at85006	Acyl dehydratase
67373at85006	Complete	NODE_3_length_491278_cov_352.009914	333819	334068	+	165.8	83	https://v10-1.orthodb.org/?query=67373at85006	Ribosomal protein L25/L23
67492at85006	Complete	NODE_2_length_676389_cov_354.803251	227020	227218	+	148.8	65	https://v10-1.orthodb.org/?query=67492at85006	Transcriptional regulator WhiB
67679at85006	Complete	NODE_1_length_1475171_cov_354.830449	936411	937110	+	249.9	188	https://v10-1.orthodb.org/?query=67679at85006	DNA repair protein RecO
67722at85006	Complete	NODE_2_length_676389_cov_354.803251	406445	406796	+	75.8	89	https://v10-1.orthodb.org/?query=67722at85006	membrane protein
67826at85006	Complete	NODE_2_length_676389_cov_354.803251	383713	384115	+	148.1	115	https://v10-1.orthodb.org/?query=67826at85006	Ribosome-binding factor A
67909at85006	Complete	NODE_3_length_491278_cov_352.009914	339937	340273	+	184.0	107	https://v10-1.orthodb.org/?query=67909at85006	Ribosomal protein L18
68005at85006	Complete	NODE_1_length_1475171_cov_354.830449	1299510	1299810	+	137.1	89	https://v10-1.orthodb.org/?query=68005at85006	Ribosomal protein L21
68333at85006	Complete	NODE_1_length_1475171_cov_354.830449	1024769	1025309	+	182.1	131	https://v10-1.orthodb.org/?query=68333at85006	Crossover junction endodeoxyribonuclease RuvC
68502at85006	Complete	NODE_1_length_1475171_cov_354.830449	1205662	1205920	+	134.0	79	https://v10-1.orthodb.org/?query=68502at85006	Protein of unknown function DUF2469
68596at85006	Missing
68614at85006	Complete	NODE_1_length_1475171_cov_354.830449	1200192	1200423	+	162.4	76	https://v10-1.orthodb.org/?query=68614at85006	Ribosomal protein S16
68911at85006	Complete	NODE_2_length_676389_cov_354.803251	340787	341228	+	165.2	132	https://v10-1.orthodb.org/?query=68911at85006	ATP synthase subunit b
68988at85006	Complete	NODE_1_length_1475171_cov_354.830449	1074118	1074346	+	133.5	61	https://v10-1.orthodb.org/?query=68988at85006	Protein of unknown function DUF3039
69136at85006	Complete	NODE_3_length_491278_cov_352.009914	337894	338245	+	138.4	99	https://v10-1.orthodb.org/?query=69136at85006	Ribosomal protein L24
69270at85006	Complete	NODE_4_length_275063_cov_365.955049	36161	36518	+	136.1	111	https://v10-1.orthodb.org/?query=69270at85006	Protein of unknown function DUF721/UPF0232
69732at85006	Complete	NODE_3_length_491278_cov_352.009914	472201	472489	+	148.7	83	https://v10-1.orthodb.org/?query=69732at85006	GroES chaperonin family
69977at85006	Complete	NODE_1_length_1475171_cov_354.830449	1041840	1042269	+	167.6	125	https://v10-1.orthodb.org/?query=69977at85006	YqgF/RNase H-like domain
69986at85006	Missing
70353at85006	Complete	NODE_1_length_1475171_cov_354.830449	1299833	1300076	+	160.2	78	https://v10-1.orthodb.org/?query=70353at85006	Ribosomal protein L27
70545at85006	Complete	NODE_4_length_275063_cov_365.955049	29525	29087	-	191.0	137	https://v10-1.orthodb.org/?query=70545at85006	R3H domain
70556at85006	Missing
70683at85006	Complete	NODE_1_length_1475171_cov_354.830449	1236934	1237228	+	121.2	89	https://v10-1.orthodb.org/?query=70683at85006	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
70719at85006	Complete	NODE_4_length_275063_cov_365.955049	240616	240949	+	124.2	78	https://v10-1.orthodb.org/?query=70719at85006	Bacterial SCP orthologue
70940at85006	Complete	NODE_1_length_1475171_cov_354.830449	867552	867048	-	157.9	138	https://v10-1.orthodb.org/?query=70940at85006	Protein of unknown function DUF3043
71090at85006	Complete	NODE_1_length_1475171_cov_354.830449	950146	949930	-	126.7	66	https://v10-1.orthodb.org/?query=71090at85006	Acyl carrier protein
71300at85006	Complete	NODE_7_length_24482_cov_367.297439	21605	21881	+	161.8	89	https://v10-1.orthodb.org/?query=71300at85006	Ribosomal protein S6
71502at85006	Complete	NODE_3_length_491278_cov_352.009914	345417	345591	+	130.4	55	https://v10-1.orthodb.org/?query=71502at85006	Translation initiation factor IF-1
71608at85006	Complete	NODE_1_length_1475171_cov_354.830449	1366830	1366485	-	107.6	82	https://v10-1.orthodb.org/?query=71608at85006	RNA polymerase-binding protein RbpA
71745at85006	Complete	NODE_2_length_676389_cov_354.803251	259588	259345	-	139.0	74	https://v10-1.orthodb.org/?query=71745at85006	Transcriptional regulator WhiB
72335at85006	Complete	NODE_1_length_1475171_cov_354.830449	1007434	1006924	-	176.0	144	https://v10-1.orthodb.org/?query=72335at85006	Enoyl-CoA hydratase
72486at85006	Complete	NODE_1_length_1475171_cov_354.830449	1206073	1206391	+	85.2	79	https://v10-1.orthodb.org/?query=72486at85006	Uncharacterised protein family UPF0102
72498at85006	Complete	NODE_1_length_1475171_cov_354.830449	970419	970821	+	122.2	107	https://v10-1.orthodb.org/?query=72498at85006	RDD
72592at85006	Missing
72906at85006	Complete	NODE_1_length_1475171_cov_354.830449	685456	685696	+	152.5	77	https://v10-1.orthodb.org/?query=72906at85006	Ribosomal protein S15
73418at85006	Complete	NODE_2_length_676389_cov_354.803251	275974	276271	+	143.2	86	https://v10-1.orthodb.org/?query=73418at85006	Thiamine-binding protein
73681at85006	Complete	NODE_2_length_676389_cov_354.803251	635472	634926	-	153.6	152	https://v10-1.orthodb.org/?query=73681at85006	5-formyltetrahydrofolate cyclo-ligase
73817at85006	Complete	NODE_2_length_676389_cov_354.803251	346147	346381	+	99.7	67	https://v10-1.orthodb.org/?query=73817at85006	ATP synthase, F1 complex, delta/epsilon subunit
73852at85006	Complete	NODE_1_length_1475171_cov_354.830449	1404118	1403866	-	144.0	79	https://v10-1.orthodb.org/?query=73852at85006	Phosphoribosyl-ATP pyrophosphatase
